text,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,sentiment
Baap re itni english samjhne ke liye to chai wale bhaiya ko dubara padhna padega apne born place se accha sorry waha ke schl to banaye hi nhi padhne layak,2.0,5.0,2.0,3.0,4.0,Negative
Please try to speak in hindi more modiji didnt understand properly,2.0,2.0,3.0,2.0,3.0,Negative
Rahul is not good person for india,2.0,2.0,3.0,1.0,4.0,Negative
Peaceful community with different name in comment section supporting the pappu. If pappu talk same about peace full community they will screw his hapiness,2.0,3.0,4.0,3.0,4.0,Negative
"Being Hindu and following Hinduism means to do Dharma, Karma in life which of course meant by RG and poor BJP PM couldn't understand the fact that he wasn't pointing towards the Hindu people of India but to him. Shame.. We people of India aren't happy. We support our strong opposition party.",2.0,4.0,3.0,3.0,4.0,Negative
All hindus life time vote for BJP only,2.0,4.0,3.0,2.0,3.0,Negative
Just shut. Ur mouth,2.0,2.0,2.0,3.0,4.0,Negative
The whole lok sabha is filled with idiots.,2.0,2.0,3.0,2.0,3.0,Negative
Strong opposition vs rude and stupid opposition. Pappu gandhi is rude baseless and just trying to think by speaking loud and baseless things he can be the voice.,2.0,2.0,4.0,2.0,3.0,Negative
A bet it stinks of curry in there,2.0,3.0,3.0,3.0,2.0,Negative
Kuch bi bol rha h .have no sense  to talk in parliament.,2.0,2.0,2.0,1.0,4.0,Negative
Speaker was put 2 Shame he was shut He dint hve words 2 speak it was like a slap on his face,3.0,2.0,3.0,4.0,4.0,Negative
Speaker is scared,3.0,5.0,2.0,4.0,5.0,Negative
Rabaul Gandhi is loosing his reputation if at all he has.,2.0,2.0,2.0,3.0,3.0,Negative
Lord shiva uses left hand to destroy evil,3.0,3.0,2.0,3.0,2.0,Negative
Why we are not crying with them.,3.0,3.0,2.0,3.0,2.0,Negative
Islam is a satanic deception.,1.0,1.0,4.0,1.0,4.0,Negative
This is not fair for all indians beacuse of  BJP will do lot of crime in India especially in elections time they were stolen evm and votes due to they need only government formation while can't listen people's problems and not ready to solve them shame to BJP party they dont want Democrocy,2.0,2.0,3.0,2.0,4.0,Negative
Modi is knowingly putting us within the crosshairs of the US as the world is now moving towards WW3. The era of diplomacy is about to end. World might plunge into chaos very soon. Nothing matters anymore.,2.0,2.0,3.0,1.0,5.0,Negative
"I hate how meme culture has created a false image of him... 
I've seen rahul gandhi always comes up with strong and unbeatable arguments but opposition people just talk bullshit and all then get out if the situation",2.0,4.0,3.0,2.0,3.0,Negative
No worth point,1.0,1.0,1.0,1.0,5.0,Negative
"how is this person still in the parliament speaking ill and mindless thoughts.
there is no speech of him speaking any knowledge and thoughtful ideas what should be done good for the country that has given so much to him and his family.
ungrateful and shameful person in the whole universe.",2.0,2.0,2.0,1.0,4.0,Negative
"Ashamed of all the political leaders of India,,, they always place religion in between,,
Now even in the parliament,,so shitty,,",2.0,3.0,2.0,2.0,4.0,Negative
I understand Rahul perspectives but india needs religion especially Hindu to be economically sustainable remember Rahul always on islam side be careful all his parents n ganghi family were failures never trust them,2.0,3.0,3.0,2.0,4.0,Negative
Rahul Gandhi is on fire.,2.0,3.0,4.0,3.0,2.0,Negative
Speaker literally crying in his heart,3.0,2.0,4.0,5.0,5.0,Negative
Unsensebal Mind of Unsensable Person's Speech,2.0,2.0,1.0,1.0,4.0,Negative
"Rahul Gandhi is most stupid politician ever. Understanding nothing about indian culture, samvidhan, population explosion in country",2.0,2.0,3.0,1.0,3.0,Negative
firoz bhai ka pota hindu hone ka certificate de rha h bc ....what an irony,1.0,3.0,3.0,2.0,3.0,Negative
Misleading title.,3.0,3.0,2.0,3.0,2.0,Negative
"He is talking about hindutva where some ppl spoiling Hindu religion name 

N same goes to radical Muslims who ruin Islamic religion name as well",3.0,4.0,3.0,3.0,2.0,Negative
Modi and BJP only know violence and hatred. Gandhi is the man for all India.,2.0,3.0,4.0,5.0,3.0,Negative
No trust on modi about govt jobs they are doing bribe but modi not know about this,3.0,2.0,3.0,2.0,4.0,Negative
"The confusion creates when there is poly gods .... 

That is why only one god.. is understadable ....",2.0,3.0,2.0,4.0,3.0,Negative
He is manipulative hindu . To stand against BJP.,3.0,2.0,3.0,2.0,4.0,Negative
People are suffering a lot .  Change the supreme court to Rahul court.  Change the slow courts to one day justice court,2.0,2.0,3.0,2.0,4.0,Negative
Very sad our pm real too weak about indian shastra. Puran.. Know very little,2.0,3.0,2.0,3.0,5.0,Negative
"Humanity over divisiveness. I don't know much about Hinduism but I expect Hinduism teaches humanity is above all.  

Dirty politics of using the fears of the majority to create hate and get votes is dastardly",3.0,4.0,3.0,5.0,2.0,Negative
"This is how democracy should work. 
Congress has been destroying India for many years. This type of stunt in the parliament deserves no attention from BJP. 

Someday every Indian will realize the damages caused by the Gandhis.",2.0,3.0,3.0,2.0,4.0,Negative
If this guy is so Hindu why is he supported by the mass populace of all the converts. whether they are Christians or Muslims. He is a sell out and not a Hindu. Proof of that is the Gandhi Family has been denied entry to the Puri Jagannath Temple since the time of Feroz Khandi.,1.0,3.0,3.0,2.0,4.0,Negative
Modi is communal and racists who want to spread hatered among people,1.0,1.0,4.0,1.0,4.0,Negative
Rahul Gaand di ki statement about hindu is not acceptable sare aam hindu smaaj ko beijaazt kia gya ..... Now prepare for Actions reaction don't cry so called peaceful community,2.0,3.0,4.0,2.0,4.0,Negative
"Stupid fellow, Rahul. You are again proved fool",2.0,2.0,2.0,1.0,4.0,Negative
by insulting HINDU and Sanatani's he wont become a leader,2.0,3.0,3.0,2.0,4.0,Negative
Rahul must speak hindi for  the Indians who don't understand it..,2.0,4.0,3.0,2.0,2.0,Negative
Rahul Gandhi is that confused kid in exam who don't know the answer and still was trying to write an 8 marks answer lol. Just yapping atp,2.0,2.0,4.0,3.0,4.0,Negative
Mr. Speaker reminds me of my PT sir who was unable to control any class.,2.0,2.0,3.0,2.0,4.0,Negative
Rahul Gandhi learned psychology and it's manipulative. Shame on rahul gandhi.,2.0,2.0,3.0,1.0,3.0,Negative
What is truth Rahul. Don't speak pro-Hinduism for your plolitical advantage.,2.0,3.0,3.0,2.0,3.0,Negative
The main thing that hinders progress in India is that the whole election is based on what will benefit my community rather than who will propel india more.,3.0,4.0,3.0,2.0,3.0,Negative
"A big Salute to Rahul Gandhi from a Pakistani.
He's the leader India needs badly.",3.0,3.0,4.0,5.0,2.0,Negative
The way u playing our god by showing example is not good because u r loser and that is ur caurse,2.0,2.0,2.0,1.0,4.0,Negative
"Rahul bheja fry....kuch bhi ...
Bs bolnaa hai....ultra...Pultaa  without any sense  ....this is nt acceptable....he should      leave  India n go back to his native land Italy
Where he actually belongs to. Stop time pass in Indian politics.....",3.0,2.0,3.0,1.0,4.0,Negative
"As humans, we should condemn communal religion, dictator god, hateful commandments, believer supremacy, and heavenly rewards.",5.0,3.0,4.0,2.0,3.0,Negative
Nonsense...  Very sad... How people are shallow...,2.0,3.0,2.0,2.0,4.0,Negative
MODI IS NOT GOOD FOR INDIA,3.0,3.0,3.0,2.0,4.0,Negative
"These stupid guy, the dictator woman of bengal is the reason india might lack behind after a decade",2.0,2.0,3.0,1.0,4.0,Negative
"He is told that its not allowed to show card,poster etc according to rule book still after a few moments he does it again i mean why isnt there consequences of such things",3.0,2.0,4.0,2.0,4.0,Negative
Waste of time,3.0,2.0,3.0,2.0,4.0,Negative
Rahul Gandhi is breaking rules of Parliament by showing images.,3.0,2.0,3.0,2.0,3.0,Negative
Rahul Gandhi must be punished for showing images. He must be punished for his acts with Lord Shiv Image.,2.0,2.0,3.0,1.0,4.0,Negative
"How clear Rahul ghandi about his grades job 
And how dumb we Hindus cant understand what he wants to do with us 
It's clearly shown that he divided u in the name of God
Ram and Shiva",2.0,2.0,3.0,1.0,3.0,Negative
These thug Hindus don't really understand the ideology of Hinduism.,3.0,2.0,2.0,2.0,3.0,Negative
What a shameless person rahul gandhi is,2.0,2.0,4.0,2.0,4.0,Negative
BJP is fraud Hindu party. India need new Hindu party free  from Modi and Amit Shah.,2.0,3.0,3.0,2.0,4.0,Negative
"He cannot love lower castes 
They do not love adivasi and dalit
He cannot give the facility of lower castes",2.0,2.0,2.0,1.0,3.0,Negative
Still Raga is immature anti Hindu,2.0,2.0,2.0,1.0,3.0,Negative
Pappu is very dangerous for bharat..,2.0,2.0,3.0,1.0,4.0,Negative
What ever papu speaks is criminal punishsbly many time apologize to supreme court many cases pending for his loose talk,1.0,2.0,2.0,2.0,5.0,Negative
"This speaker is not comfortable with Rahul ji speech, i think he is from the ruling side.. He should stay in neutral.",3.0,4.0,2.0,3.0,2.0,Negative
Controversy must be in NEET EXAM PAPER LEAK.....RIP TO BOTH RULING PARTY AND OPPOSITION PARTY,2.0,2.0,3.0,1.0,4.0,Negative
"Such an ill mannered man.
Only money that has not been earned can give a man like him, such arrogance like ravan.",2.0,2.0,4.0,1.0,4.0,Negative
"Looking at all the comments,  for the dozy time i feel like India is going to be doomed, not immediately but in the next term",3.0,2.0,2.0,3.0,4.0,Negative
Rahul is an agent of enemy country and his associates direct him to act as a madcap.,1.0,1.0,2.0,1.0,5.0,Negative
Narendra Modi abe tumar problem create heba,3.0,2.0,4.0,2.0,3.0,Negative
"No, you are restricting freedom to expression.  Please do not ask comments.,",3.0,4.0,3.0,2.0,3.0,Negative
"Rahul gandhi Gave the right message but his method of misrepresenting the relegions was wrong , for refrencing relegions he should only quote what's written in their respective relegious books and scriptures",3.0,5.0,3.0,3.0,2.0,Negative
I think narendra modi should retire now because i don't think he is even understanding rahul's fierce speech that's why his answers are always very illogical,3.0,2.0,3.0,2.0,3.0,Negative
